"UserPrincipalName","DisplayName","GivenName","Surname","MailNickname","Department","EmployeeType","UsageLocation","ExtensionAttribute1","ExtensionAttribute2"
"std06b036@cloudschool.ink","Chirag Sen","Chirag","Sen","std06b036","Grade6","Student","AE","Grade06","DivisionB"
"std06b037@cloudschool.ink","Pankaj Singh","Pankaj","Singh","std06b037","Grade6","Student","AE","Grade06","DivisionB"
"std06b038@cloudschool.ink","Nisha Pathak","Nisha","Pathak","std06b038","Grade6","Student","AE","Grade06","DivisionB"
"std06b039@cloudschool.ink","Sameer Tripathi","Sameer","Tripathi","std06b039","Grade6","Student","AE","Grade06","DivisionB"
"std06b040@cloudschool.ink","Bhavya Negi","Bhavya","Negi","std06b040","Grade6","Student","AE","Grade06","DivisionB"
"std06b041@cloudschool.ink","Kevin Yadav","Kevin","Yadav","std06b041","Grade6","Student","AE","Grade06","DivisionB"
"std06b042@cloudschool.ink","Aditya Rawat","Aditya","Rawat","std06b042","Grade6","Student","AE","Grade06","DivisionB"
"std06b043@cloudschool.ink","Pankaj Hegde","Pankaj","Hegde","std06b043","Grade6","Student","AE","Grade06","DivisionB"
"std06b044@cloudschool.ink","Keerthi Tomar","Keerthi","Tomar","std06b044","Grade6","Student","AE","Grade06","DivisionB"
"std06b045@cloudschool.ink","Deepak Pathak","Deepak","Pathak","std06b045","Grade6","Student","AE","Grade06","DivisionB"
"std06b046@cloudschool.ink","Anusha Hegde","Anusha","Hegde","std06b046","Grade6","Student","AE","Grade06","DivisionB"
"std06b047@cloudschool.ink","Sanjay Nair","Sanjay","Nair","std06b047","Grade6","Student","AE","Grade06","DivisionB"
"std06b048@cloudschool.ink","Gayathri Pawar","Gayathri","Pawar","std06b048","Grade6","Student","AE","Grade06","DivisionB"
"std06b049@cloudschool.ink","Kavya Rao","Kavya","Rao","std06b049","Grade6","Student","AE","Grade06","DivisionB"
"std06b050@cloudschool.ink","Ann More","Ann","More","std06b050","Grade6","Student","AE","Grade06","DivisionB"
"std06b051@cloudschool.ink","Suraj Agarwal","Suraj","Agarwal","std06b051","Grade6","Student","AE","Grade06","DivisionB"
"std06b052@cloudschool.ink","Sadia Verma","Sadia","Verma","std06b052","Grade6","Student","AE","Grade06","DivisionB"
"std06b053@cloudschool.ink","Meera Chopra","Meera","Chopra","std06b053","Grade6","Student","AE","Grade06","DivisionB"
"std06b054@cloudschool.ink","Lakshay Shetty","Lakshay","Shetty","std06b054","Grade6","Student","AE","Grade06","DivisionB"
"std06b055@cloudschool.ink","Aarav Thomas","Aarav","Thomas","std06b055","Grade6","Student","AE","Grade06","DivisionB"
"std06b056@cloudschool.ink","Ritu Singh","Ritu","Singh","std06b056","Grade6","Student","AE","Grade06","DivisionB"
"std06b057@cloudschool.ink","Pranav Naidu","Pranav","Naidu","std06b057","Grade6","Student","AE","Grade06","DivisionB"
"std06b058@cloudschool.ink","Priya Bhat","Priya","Bhat","std06b058","Grade6","Student","AE","Grade06","DivisionB"
"std06b059@cloudschool.ink","Geetha Tripathi","Geetha","Tripathi","std06b059","Grade6","Student","AE","Grade06","DivisionB"
"std06b060@cloudschool.ink","Seema Salunkhe","Seema","Salunkhe","std06b060","Grade6","Student","AE","Grade06","DivisionB"
"std06c061@cloudschool.ink","Rashmi Kashyap","Rashmi","Kashyap","std06c061","Grade6","Student","AE","Grade06","DivisionC"
"std06c062@cloudschool.ink","Pooja Iyer","Pooja","Iyer","std06c062","Grade6","Student","AE","Grade06","DivisionC"
"std06c063@cloudschool.ink","Vaishnavi Rao","Vaishnavi","Rao","std06c063","Grade6","Student","AE","Grade06","DivisionC"
"std06c064@cloudschool.ink","Suresh Shah","Suresh","Shah","std06c064","Grade6","Student","AE","Grade06","DivisionC"
"std06c065@cloudschool.ink","Nazia Siddiqui","Nazia","Siddiqui","std06c065","Grade6","Student","AE","Grade06","DivisionC"
"std06c066@cloudschool.ink","Kavya Shah","Kavya","Shah","std06c066","Grade6","Student","AE","Grade06","DivisionC"
"std06c067@cloudschool.ink","Thomas Ahmed","Thomas","Ahmed","std06c067","Grade6","Student","AE","Grade06","DivisionC"
"std06c068@cloudschool.ink","Lakshmi Nair","Lakshmi","Nair","std06c068","Grade6","Student","AE","Grade06","DivisionC"
"std06c069@cloudschool.ink","Kishore Sinha","Kishore","Sinha","std06c069","Grade6","Student","AE","Grade06","DivisionC"
"std06c070@cloudschool.ink","Geetha Syed","Geetha","Syed","std06c070","Grade6","Student","AE","Grade06","DivisionC"
"std06c071@cloudschool.ink","Amina Sarkar","Amina","Sarkar","std06c071","Grade6","Student","AE","Grade06","DivisionC"
"std06c072@cloudschool.ink","Rohan D'Souza","Rohan","D'Souza","std06c072","Grade6","Student","AE","Grade06","DivisionC"
"std06c073@cloudschool.ink","Maria Tripathi","Maria","Tripathi","std06c073","Grade6","Student","AE","Grade06","DivisionC"
"std06c074@cloudschool.ink","Pallavi Das","Pallavi","Das","std06c074","Grade6","Student","AE","Grade06","DivisionC"
"std06c075@cloudschool.ink","Ravi Ansari","Ravi","Ansari","std06c075","Grade6","Student","AE","Grade06","DivisionC"
"std06c076@cloudschool.ink","Noel Khanna","Noel","Khanna","std06c076","Grade6","Student","AE","Grade06","DivisionC"
"std06c077@cloudschool.ink","Sandeep Varghese","Sandeep","Varghese","std06c077","Grade6","Student","AE","Grade06","DivisionC"
"std06c078@cloudschool.ink","Kavya Jain","Kavya","Jain","std06c078","Grade6","Student","AE","Grade06","DivisionC"
"std06c079@cloudschool.ink","Kevin Yadav","Kevin","Yadav","std06c079","Grade6","Student","AE","Grade06","DivisionC"
"std06c080@cloudschool.ink","Gayathri Siddiqui","Gayathri","Siddiqui","std06c080","Grade6","Student","AE","Grade06","DivisionC"
"std06c081@cloudschool.ink","Sangeetha Bajaj","Sangeetha","Bajaj","std06c081","Grade6","Student","AE","Grade06","DivisionC"
"std06c082@cloudschool.ink","Nikhil Tomar","Nikhil","Tomar","std06c082","Grade6","Student","AE","Grade06","DivisionC"
"std06c083@cloudschool.ink","Sivakumar Menon","Sivakumar","Menon","std06c083","Grade6","Student","AE","Grade06","DivisionC"
"std06c084@cloudschool.ink","Pavithra Kumar","Pavithra","Kumar","std06c084","Grade6","Student","AE","Grade06","DivisionC"
"std06c085@cloudschool.ink","Aadhya Chatterjee","Aadhya","Chatterjee","std06c085","Grade6","Student","AE","Grade06","DivisionC"
"std06c086@cloudschool.ink","Raghav Shaikh","Raghav","Shaikh","std06c086","Grade6","Student","AE","Grade06","DivisionC"
"std06c087@cloudschool.ink","Kiran D'Souza","Kiran","D'Souza","std06c087","Grade6","Student","AE","Grade06","DivisionC"
"std06c088@cloudschool.ink","Gopal Gautam","Gopal","Gautam","std06c088","Grade6","Student","AE","Grade06","DivisionC"
"std06c089@cloudschool.ink","Ganesh Patil","Ganesh","Patil","std06c089","Grade6","Student","AE","Grade06","DivisionC"
"std06c090@cloudschool.ink","Farzana Joseph","Farzana","Joseph","std06c090","Grade6","Student","AE","Grade06","DivisionC"
